iter	Logloss
585	0.2744318178
586	0.2743343527
587	0.2742647742
588	0.2741471359
589	0.2741191606
590	0.2740899481
591	0.2740293829
592	0.273973197
593	0.2738925248
594	0.2738026143
595	0.273676997
596	0.2736342384
597	0.2735163662
598	0.2734512638
599	0.2733854431
600	0.2733563805
601	0.2732789288
602	0.2732140857
603	0.2731651934
604	0.2731302791
605	0.2730415278
606	0.2728965995
607	0.2727702353
608	0.2727358585
609	0.2726860675
610	0.2725852717
611	0.272519441
612	0.2724895227
613	0.2724641098
614	0.2723413743
615	0.272266294
616	0.2721950202
617	0.2720445649
618	0.271984745
619	0.2719451885
620	0.2718993875
621	0.2718423257
622	0.2716750566
623	0.271625757
624	0.2716006164
625	0.2715622878
626	0.2714988166
627	0.2714422693
628	0.2713843899
629	0.2712716616
630	0.2712004602
631	0.2711570797
632	0.2709656991
633	0.2708494504
634	0.2707970353
635	0.2706772774
636	0.2705874152
637	0.2705450421
638	0.2705136128
639	0.2704643038
640	0.2703776677
641	0.2701822779
642	0.2701159864
643	0.2699330266
644	0.2698921248
645	0.2697887828
646	0.2697669919
647	0.2697037952
648	0.2696492073
649	0.2696001527
650	0.26955533
651	0.2694702904
652	0.269330493
653	0.2692959363
654	0.2692425103
655	0.2691440472
656	0.2690637273
657	0.2690188977
658	0.2689775603
659	0.2689507375
660	0.2689243787
661	0.2688708252
662	0.2688429009
663	0.2687671422
664	0.2686641873
665	0.2686097528
666	0.268564452
667	0.2684792858
668	0.2684429488
669	0.2683654212
670	0.2683043053
671	0.2682774639
672	0.2682101709
673	0.2681317035
674	0.2680850054
675	0.2679528352
676	0.2678796368
677	0.2678351661
678	0.2677908201
679	0.2677126395
680	0.267623986
681	0.2675594874
682	0.2675261372
683	0.2674326304
684	0.2673923341
685	0.2673454316
686	0.2671878249
687	0.2671275282
688	0.267106532
689	0.2670681456
690	0.2670358291
691	0.2669962113
692	0.2669708339
693	0.2669214354
694	0.2668968139
695	0.2668323817
696	0.2668081384
697	0.2667661105
698	0.2667274689
699	0.266682839
700	0.266650896
701	0.2666259638
702	0.2665584364
703	0.266532758
704	0.2664981213
705	0.2664793802
706	0.2664497094
707	0.2664061522
708	0.2663763246
709	0.266332918
710	0.266302564
711	0.2661460777
712	0.2661076495
713	0.2660664856
714	0.2660182441
715	0.2658821943
716	0.2658140899
717	0.2657461882
718	0.2657059023
719	0.265629291
720	0.2655956077
721	0.2655421881
722	0.2655101065
723	0.265468393
724	0.2654451638
725	0.2654058377
726	0.2652961979
727	0.2651539545
728	0.2650251061
729	0.2649685468
730	0.2648827256
731	0.2647457378
732	0.2646881306
733	0.2646394371
734	0.2645740069
735	0.2645315846
736	0.2645013553
737	0.2644132427
738	0.2643771259
739	0.2643433777
740	0.2643172637
741	0.2642563934
742	0.2642299148
743	0.2642095381
744	0.2641512745
745	0.2641042497
746	0.2640454353
747	0.2639977957
748	0.2639468289
749	0.2638818028
750	0.263828833
751	0.263782494
752	0.2637495269
753	0.2637197071
754	0.263604555
755	0.2635687546
756	0.2635214881
757	0.2634673587
758	0.2634437867
759	0.2633899649
760	0.2633452149
761	0.2633089709
762	0.2632808052
763	0.2631634527
764	0.2631360203
765	0.2630941025
766	0.2630362742
767	0.2629500091
768	0.2629296884
769	0.2628722217
770	0.2628266013
771	0.2627736889
772	0.2626037375
773	0.262516201
774	0.2624545482
775	0.2624193362
776	0.2623988099
777	0.2623699081
778	0.2623136491
779	0.2622412695
780	0.2622012709
781	0.2621626688
782	0.2621317661
783	0.2620797795
784	0.2620577635
785	0.2620128068
786	0.2619756786
787	0.2618960222
788	0.2618709391
789	0.2618363718
790	0.2618057579
791	0.2617853666
792	0.2616943517
793	0.2615397304
794	0.2614615208
795	0.2614206302
796	0.2613397671
797	0.2613229747
798	0.2612850473
799	0.2611304902
800	0.2610849576
801	0.2610291566
802	0.2609054036
803	0.2608470066
804	0.2608136349
805	0.2607811362
806	0.2607481922
807	0.2607114559
808	0.2606740796
809	0.2606095205
810	0.2605638031
811	0.2605195973
812	0.2604139503
813	0.2603936988
814	0.2602731347
815	0.2602187569
816	0.2601780027
817	0.2601531378
818	0.2601134831
819	0.260042907
820	0.2600125775
821	0.2599629791
822	0.2599285242
823	0.2599121966
824	0.2598940652
825	0.2598552575
826	0.2598251959
827	0.2597238605
828	0.2596932945
829	0.2596063695
830	0.2595584668
831	0.2595268835
832	0.2594988592
833	0.2594501802
834	0.2593999783
835	0.2593724077
836	0.2593584234
837	0.2593399614
838	0.259290053
839	0.2592469329
840	0.2592035266
841	0.2591422763
842	0.2590885519
843	0.2590623254
844	0.259048512
845	0.2590156683
846	0.2589746829
847	0.2589290414
848	0.2588930425
849	0.2588587856
850	0.2588223701
851	0.2587787796
852	0.2587316675
853	0.2587124913
854	0.2585731455
855	0.2585343921
856	0.258475156
857	0.2583789902
858	0.2583562307
859	0.2583257442
860	0.2582312415
861	0.2581355698
862	0.2580808961
863	0.2580303711
864	0.2579843921
865	0.2579559164
866	0.2579250508
867	0.2578283892
868	0.2577909935
869	0.2577453473
870	0.2577243955
871	0.2576791314
872	0.2576252791
873	0.2575935016
874	0.2575114911
875	0.2574633783
876	0.2574308043
877	0.2573852026
878	0.2573482787
879	0.2572629176
880	0.2572134541
881	0.2571841238
882	0.2571442957
883	0.2570971764
884	0.2570782475
885	0.2570307713
886	0.2569451818
887	0.256906481
888	0.2568469577
889	0.2568066715
890	0.2567795398
891	0.256736826
892	0.2566528013
893	0.2566166088
894	0.2566033275
895	0.2565460063
896	0.2565070508
897	0.2564685504
898	0.2564433922
899	0.2564157201
900	0.2563210249
901	0.2562876286
902	0.2562695334
903	0.2561881524
904	0.256119934
905	0.25604653
906	0.2560141557
907	0.255959116
908	0.2559250232
909	0.2558880175
910	0.255844973
911	0.2558141303
912	0.2557850976
913	0.255759672
914	0.2557464719
915	0.2556863246
916	0.2556609495
917	0.2556272925
918	0.2556038383
919	0.2555687227
920	0.2555434328
921	0.2554882042
922	0.2554566819
923	0.2554318854
924	0.255401188
925	0.2553095137
926	0.2552466563
927	0.2552166824
928	0.2551921569
929	0.2550954309
930	0.2550472327
931	0.2550227828
932	0.2549731778
933	0.2549192348
934	0.2548586481
935	0.2548217585
936	0.2547748691
937	0.2547137926
938	0.2546776568
939	0.2546438799
940	0.2545927815
941	0.2545626987
942	0.2544890911
943	0.254460017
944	0.2544128844
945	0.2543792136
946	0.2543551345
947	0.2543217784
948	0.2542802925
949	0.2542180821
950	0.2541857049
951	0.2541490349
952	0.2540875763
953	0.2540441627
954	0.254019463
955	0.2539790479
956	0.2539371672
957	0.2539113956
958	0.2538779135
959	0.2538224986
960	0.2537949244
961	0.2537650659
962	0.2537449292
963	0.2536837648
964	0.2536442769
965	0.2536196334
966	0.2535877759
967	0.2535589951
968	0.253510008
969	0.2534499023
970	0.2533995174
971	0.2533711377
972	0.2533491209
973	0.2533331994
974	0.2532938233
975	0.253230649
976	0.2532042608
977	0.2530618965
978	0.2530374259
979	0.2530108261
980	0.252993345
981	0.2529714485
982	0.2529433914
983	0.2529163292
984	0.2528589167
985	0.2528175944
986	0.2527827943
987	0.2527437399
988	0.2527004906
989	0.252662513
990	0.25261787
991	0.2525308232
992	0.2525169194
993	0.2524934718
994	0.2524645953
995	0.2524002828
996	0.2523502534
997	0.2523045826
998	0.2522566494
999	0.2522376275
